Survey Identifier,Area of park,Longitude,Latitude,Food cache ,Lodge class,Lodge type,Lodge number,Lodge identifier,Unit identifier,Year of survey,Month of survey,Day of survey,Season,Aerial or ground survey method,Mode of transportation for survey,Percentage of EINP surveyed,Width of transect in meters,Visibility conditions,Amount of snow on ground,Amount of ice on ponds,"Flying height, above ground level",Flying speed,Survey Comments
5,south,-112.86695,53.53023372,absent,NA,unknown,211,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.943549,53.53009165,absent,NA,unknown,177,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.943549,53.53009165,absent,NA,unknown,177,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.9410631,53.5370994,absent,NA,unknown,175,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.9410631,53.5370994,absent,NA,unknown,175,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8916576,53.53987819,absent,NA,unknown,162,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8916576,53.53987819,absent,NA,unknown,162,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8949636,53.540572,absent,NA,unknown,163,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8949636,53.540572,absent,NA,unknown,163,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.9493937,53.54170165,absent,NA,unknown,174,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.9493937,53.54170165,absent,NA,unknown,174,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8384446,53.54478977,absent,NA,unknown,230,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8384446,53.54478977,absent,NA,unknown,230,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8861896,53.54757914,absent,NA,unknown,158,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8861896,53.54757914,absent,NA,unknown,158,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8926246,53.54937435,absent,NA,unknown,159,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8926246,53.54937435,absent,NA,unknown,159,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8901001,53.55301928,absent,NA,unknown,157,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8901001,53.55301928,absent,NA,unknown,157,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.9279958,53.55539893,absent,NA,unknown,167,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.9279958,53.55539893,absent,NA,unknown,167,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.9194287,53.56158708,absent,NA,unknown,149,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.9194287,53.56158708,absent,NA,unknown,149,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.9076307,53.56483249,absent,NA,unknown,154,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.9076307,53.56483249,absent,NA,unknown,154,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.9177688,53.56494903,absent,NA,unknown,153,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.9177688,53.56494903,absent,NA,unknown,153,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8117078,53.57221257,absent,NA,unknown,237,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
5,south,-112.8117078,53.57221257,absent,NA,unknown,237,NA,NA,1974,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,120,137,Park surveyed in 15 north-south transects.
6,north,-112.8779331,53.56940199,absent,NA,unknown,137,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8841202,53.56962831,absent,NA,unknown,133,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8126133,53.57537227,absent,NA,unknown,93,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8205391,53.57562947,absent,NA,unknown,91,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.9391687,53.5742233,absent,NA,unknown,139,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8089651,53.5790774,absent,NA,unknown,94,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8267256,53.58283493,absent,NA,unknown,90,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.9483501,53.59749322,absent,NA,unknown,152,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8657315,53.60989488,absent,NA,unknown,128,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.9325649,53.60891489,absent,NA,unknown,144,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.9425525,53.62692197,absent,NA,unknown,151,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.872038,53.62806386,absent,NA,unknown,118,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8855245,53.63069294,absent,NA,unknown,116,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8402886,53.63211631,absent,NA,unknown,76,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8361582,53.63278207,absent,NA,unknown,75,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.7922572,53.63509272,absent,NA,unknown,70,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8445485,53.6365007,absent,NA,unknown,79,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8372852,53.63748444,absent,NA,unknown,78,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8988051,53.63846601,absent,NA,unknown,112,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.9178245,53.64122831,absent,NA,unknown,110,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.7939337,53.64430009,absent,NA,unknown,67,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8786453,53.6545704,absent,NA,unknown,100,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8729363,53.66028751,absent,NA,unknown,98,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8721734,53.66253792,absent,NA,unknown,97,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8423963,53.6652024,absent,NA,unknown,81,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.7847358,53.66795473,absent,NA,unknown,58,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8688288,53.66733682,absent,NA,unknown,40,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8328937,53.67225242,absent,NA,unknown,48,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.7904982,53.67319061,absent,NA,unknown,57,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8306744,53.67448887,absent,NA,unknown,49,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8654678,53.68342709,absent,NA,unknown,37,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8594035,53.68464514,absent,NA,unknown,35,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8596654,53.68509056,absent,NA,unknown,34,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8127752,53.69344188,absent,NA,unknown,18,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8195525,53.696054,absent,NA,unknown,20,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8457572,53.70710594,absent,NA,unknown,4,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8266355,53.71095003,absent,NA,unknown,6,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,north,-112.8532106,53.71259147,absent,NA,unknown,2,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.874785,53.51666199,absent,NA,unknown,214,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8884899,53.51685977,absent,NA,unknown,208,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8825363,53.51900343,absent,NA,unknown,211,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8924778,53.521049,absent,NA,unknown,212,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.9424836,53.52560491,absent,NA,unknown,191,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8870101,53.52666434,absent,NA,unknown,199,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8557484,53.52768417,absent,NA,unknown,216,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.9279047,53.52716249,absent,NA,unknown,187,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.9399221,53.52732767,absent,NA,unknown,190,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.9317605,53.52867351,absent,NA,unknown,188,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8786153,53.52993409,absent,NA,unknown,202,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8652401,53.53080881,absent,NA,unknown,205,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.9374793,53.53165558,absent,NA,unknown,189,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.9144391,53.53235044,absent,NA,unknown,186,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.9438606,53.5332691,absent,NA,unknown,192,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.902245,53.53937756,absent,NA,unknown,173,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8916945,53.53968881,absent,NA,unknown,170,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8937983,53.54050057,absent,NA,unknown,171,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8177134,53.54778575,absent,NA,unknown,242,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8910477,53.55090962,absent,NA,unknown,166,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8055302,53.55518924,absent,NA,unknown,239,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8058903,53.56187229,absent,NA,unknown,238,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.9212369,53.56117147,absent,NA,unknown,160,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.9196197,53.56413719,absent,NA,unknown,156,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.9066665,53.56488383,absent,NA,unknown,161,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
6,south,-112.8118812,53.57238075,absent,NA,unknown,237,NA,NA,1975,NA,NA,fall,aerial,airplane,100,800,NA,NA,yes,150,160,Park surveyed in 15 north-south transects.
8,north,-112.807245,53.57345776,absent,NA,unknown,238,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8080964,53.57358873,absent,NA,unknown,239,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.881951,53.57247633,absent,NA,unknown,212,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.9459553,53.57333992,absent,NA,unknown,206,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8171128,53.58941811,absent,NA,unknown,229,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.9258223,53.5883106,absent,NA,unknown,204,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8163808,53.59031922,absent,NA,unknown,230,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8605016,53.5909986,absent,NA,unknown,224,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8134295,53.59267439,absent,NA,unknown,232,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.9486497,53.5974344,absent,NA,unknown,196,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8925291,53.59930634,absent,NA,unknown,219,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8281824,53.60328264,absent,NA,unknown,227,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8650421,53.61003148,absent,NA,unknown,221,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.9498056,53.61170075,absent,NA,unknown,188,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.9431096,53.61337395,absent,NA,unknown,189,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.9251021,53.61467193,absent,NA,unknown,182,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8759087,53.62122486,absent,NA,unknown,167,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.9434127,53.62622476,absent,NA,unknown,179,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8719935,53.62808254,absent,NA,unknown,164,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.7806593,53.63015067,absent,NA,unknown,75,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.840608,53.63215635,absent,NA,unknown,87,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8354237,53.63258658,absent,NA,unknown,86,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8192915,53.63343522,absent,NA,unknown,84,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8001799,53.63394897,absent,NA,unknown,80,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8433802,53.63537699,absent,NA,unknown,88,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.7929635,53.63712281,absent,NA,unknown,77,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8384806,53.63749305,absent,NA,unknown,90,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8997502,53.63828919,absent,NA,unknown,159,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8983716,53.63858077,absent,NA,unknown,160,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8884627,53.6399242,absent,NA,unknown,152,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8547521,53.64117056,absent,NA,unknown,95,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8848177,53.64231903,absent,NA,unknown,151,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.921223,53.6437719,absent,NA,unknown,155,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8813738,53.64991574,absent,NA,unknown,144,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.848188,53.6536601,absent,NA,unknown,98,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8265317,53.65432513,absent,NA,unknown,102,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.7954026,53.65537142,absent,NA,unknown,65,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8296408,53.65657904,absent,NA,unknown,104,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.7828412,53.65750095,absent,NA,unknown,68,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8504222,53.65837221,absent,NA,unknown,100,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.7994889,53.66035331,absent,NA,unknown,57,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
8,north,-112.8412924,53.66071549,absent,NA,unknown,105,NA,NA,1979,NA,NA,winter,ground,foot,NA,NA,NA,NA,NA,NA,NA,NA
